Natural Language Query,SQL Query
"Find distinct Id, UiPageMetadataId, Value, UiPageDataId, RecordId, IsDeleted, SubRecordId from UiPageFileAttachType","SELECT DISTINCT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, IsDeleted, SubRecordId FROM UiPageFileAttachType;"
Get maximum SubRecordId from UiPageFileAttachType,SELECT MAX(SubRecordId) FROM UiPageFileAttachType;
Get minimum SubRecordId from UiPageFileAttachType,SELECT MIN(SubRecordId) FROM UiPageFileAttachType;
Calculate average SubRecordId in UiPageFileAttachType,SELECT AVG(SubRecordId) FROM UiPageFileAttachType;
Get all records from UiPageIntType,SELECT * FROM UiPageIntType;
"Show all Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType;"
"List all Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted in UiPageIntType where Id is 38","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE Id = '38';"
"Find Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted in UiPageIntType with Id greater than 66","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE Id > 40;"
"Get Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType where Id is in (4, 79)","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE Id IN ('38', '72');"
Find all records in UiPageIntType where Id is between 8 and 84,SELECT * FROM UiPageIntType WHERE Id BETWEEN '12' AND '99';
Join UiPageIntType and RoleClaim on Id = Value,SELECT * FROM UiPageIntType JOIN PasswordPolicy ON UiPageIntType.Id = PasswordPolicy.IsDeleted;
Count number of records in UiPageIntType,SELECT COUNT(*) FROM UiPageIntType;
"Find distinct Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType","SELECT DISTINCT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType;"
Get maximum Id from UiPageIntType,SELECT MAX(Id) FROM UiPageIntType;
Get minimum Id from UiPageIntType,SELECT MIN(Id) FROM UiPageIntType;
Calculate average Id in UiPageIntType,SELECT AVG(Id) FROM UiPageIntType;
Get all records from UiPageIntType,SELECT * FROM UiPageIntType;
"Show all Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType;"
"List all Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted in UiPageIntType where UiPageMetadataId is 98","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE UiPageMetadataId = '32';"
"Find Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted in UiPageIntType with UiPageMetadataId greater than 43","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE UiPageMetadataId > 57;"
"Get Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType where UiPageMetadataId is in (39, 59)","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE UiPageMetadataId IN ('25', '91');"
Find all records in UiPageIntType where UiPageMetadataId is between 27 and 64,SELECT * FROM UiPageIntType WHERE UiPageMetadataId BETWEEN '7' AND '99';
Join UiPageIntType and LoginToken on UiPageMetadataId = SubRecordId,SELECT * FROM UiPageIntType JOIN UiPageIntType ON UiPageIntType.UiPageMetadataId = UiPageIntType.Value;
Count number of records in UiPageIntType,SELECT COUNT(*) FROM UiPageIntType;
"Find distinct Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType","SELECT DISTINCT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType;"
Get maximum UiPageMetadataId from UiPageIntType,SELECT MAX(UiPageMetadataId) FROM UiPageIntType;
Get minimum UiPageMetadataId from UiPageIntType,SELECT MIN(UiPageMetadataId) FROM UiPageIntType;
Calculate average UiPageMetadataId in UiPageIntType,SELECT AVG(UiPageMetadataId) FROM UiPageIntType;
Get all records from UiPageIntType,SELECT * FROM UiPageIntType;
"Show all Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType;"
"List all Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted in UiPageIntType where Value is 18","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE Value = '93';"
"Find Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted in UiPageIntType with Value greater than 93","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE Value > 54;"
"Get Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType where Value is in (38, 59)","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE Value IN ('39', '67');"
Find all records in UiPageIntType where Value is between 2 and 60,SELECT * FROM UiPageIntType WHERE Value BETWEEN '9' AND '67';
Join UiPageIntType and UiPageValidationType on Value = UiPageDataId,SELECT * FROM UiPageIntType JOIN Role ON UiPageIntType.Value = Role.Id;
Count number of records in UiPageIntType,SELECT COUNT(*) FROM UiPageIntType;
"Find distinct Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType","SELECT DISTINCT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType;"
Get maximum Value from UiPageIntType,SELECT MAX(Value) FROM UiPageIntType;
Get minimum Value from UiPageIntType,SELECT MIN(Value) FROM UiPageIntType;
Calculate average Value in UiPageIntType,SELECT AVG(Value) FROM UiPageIntType;
Get all records from UiPageIntType,SELECT * FROM UiPageIntType;
"Show all Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType;"
"List all Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted in UiPageIntType where UiPageDataId is 45","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE UiPageDataId = '53';"
"Find Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted in UiPageIntType with UiPageDataId greater than 61","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE UiPageDataId > 22;"
"Get Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType where UiPageDataId is in (33, 62)","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE UiPageDataId IN ('32', '64');"
Find all records in UiPageIntType where UiPageDataId is between 49 and 74,SELECT * FROM UiPageIntType WHERE UiPageDataId BETWEEN '40' AND '78';
Join UiPageIntType and LoginLog on UiPageDataId = UiPageMetadataId,SELECT * FROM UiPageIntType JOIN UiPageDateType ON UiPageIntType.UiPageDataId = UiPageDateType.IsDeleted;
Count number of records in UiPageIntType,SELECT COUNT(*) FROM UiPageIntType;
"Find distinct Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType","SELECT DISTINCT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType;"
Get maximum UiPageDataId from UiPageIntType,SELECT MAX(UiPageDataId) FROM UiPageIntType;
Get minimum UiPageDataId from UiPageIntType,SELECT MIN(UiPageDataId) FROM UiPageIntType;
Calculate average UiPageDataId in UiPageIntType,SELECT AVG(UiPageDataId) FROM UiPageIntType;
Get all records from UiPageIntType,SELECT * FROM UiPageIntType;
"Show all Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType;"
"List all Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted in UiPageIntType where RecordId is 17","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE RecordId = '77';"
"Find Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted in UiPageIntType with RecordId greater than 44","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE RecordId > 37;"
"Get Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType where RecordId is in (20, 56)","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE RecordId IN ('18', '73');"
Find all records in UiPageIntType where RecordId is between 8 and 66,SELECT * FROM UiPageIntType WHERE RecordId BETWEEN '20' AND '89';
Join UiPageIntType and RoleClaim on RecordId = IsDeleted,SELECT * FROM UiPageIntType JOIN LookupCategory ON UiPageIntType.RecordId = LookupCategory.UiPageMetadataId;
Count number of records in UiPageIntType,SELECT COUNT(*) FROM UiPageIntType;
"Find distinct Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType","SELECT DISTINCT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType;"
Get maximum RecordId from UiPageIntType,SELECT MAX(RecordId) FROM UiPageIntType;
Get minimum RecordId from UiPageIntType,SELECT MIN(RecordId) FROM UiPageIntType;
Calculate average RecordId in UiPageIntType,SELECT AVG(RecordId) FROM UiPageIntType;
Get all records from UiPageIntType,SELECT * FROM UiPageIntType;
"Show all Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType;"
"List all Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted in UiPageIntType where SubRecordId is 9","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE SubRecordId = '47';"
"Find Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted in UiPageIntType with SubRecordId greater than 79","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE SubRecordId > 74;"
"Get Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType where SubRecordId is in (31, 83)","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE SubRecordId IN ('35', '90');"
Find all records in UiPageIntType where SubRecordId is between 34 and 60,SELECT * FROM UiPageIntType WHERE SubRecordId BETWEEN '13' AND '86';
Join UiPageIntType and ActivityMetadata on SubRecordId = RecordId,SELECT * FROM UiPageIntType JOIN Group ON UiPageIntType.SubRecordId = Group.UiPageDataId;
Count number of records in UiPageIntType,SELECT COUNT(*) FROM UiPageIntType;
"Find distinct Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType","SELECT DISTINCT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType;"
Get maximum SubRecordId from UiPageIntType,SELECT MAX(SubRecordId) FROM UiPageIntType;
Get minimum SubRecordId from UiPageIntType,SELECT MIN(SubRecordId) FROM UiPageIntType;
Calculate average SubRecordId in UiPageIntType,SELECT AVG(SubRecordId) FROM UiPageIntType;
Get all records from UiPageIntType,SELECT * FROM UiPageIntType;
"Show all Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType;"
"List all Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted in UiPageIntType where IsDeleted is 36","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE IsDeleted = '67';"
"Find Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted in UiPageIntType with IsDeleted greater than 58","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE IsDeleted > 45;"
"Get Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType where IsDeleted is in (20, 51)","SELECT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType WHERE IsDeleted IN ('46', '87');"
Find all records in UiPageIntType where IsDeleted is between 17 and 74,SELECT * FROM UiPageIntType WHERE IsDeleted BETWEEN '34' AND '64';
Join UiPageIntType and UserGroup on IsDeleted = Value,SELECT * FROM UiPageIntType JOIN ActivityMetadata ON UiPageIntType.IsDeleted = ActivityMetadata.Value;
Count number of records in UiPageIntType,SELECT COUNT(*) FROM UiPageIntType;
"Find distinct Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted from UiPageIntType","SELECT DISTINCT Id, UiPageMetadataId, Value, UiPageDataId, RecordId, SubRecordId, IsDeleted FROM UiPageIntType;"
Get maximum IsDeleted from UiPageIntType,SELECT MAX(IsDeleted) FROM UiPageIntType;
Get minimum IsDeleted from UiPageIntType,SELECT MIN(IsDeleted) FROM UiPageIntType;
Calculate average IsDeleted in UiPageIntType,SELECT AVG(IsDeleted) FROM UiPageIntType;
Get all records from UiPageMetadata,SELECT * FROM UiPageMetadata;
"Show all Id, UiControlTypeId, IsRequired, UiControlDisplayName, IsDeleted, DataTypeId, UiControlCategoryTypeId, Name, ModuleLayoutId from UiPageMetadata","SELECT Id, UiControlTypeId, IsRequired, UiControlDisplayName, IsDeleted, DataTypeId, UiControlCategoryTypeId, Name, ModuleLayoutId FROM UiPageMetadata;"
"List all Id, UiControlTypeId, IsRequired, UiControlDisplayName, IsDeleted, DataTypeId, UiControlCategoryTypeId, Name, ModuleLayoutId in UiPageMetadata where Id is 35","SELECT Id, UiControlTypeId, IsRequired, UiControlDisplayName, IsDeleted, DataTypeId, UiControlCategoryTypeId, Name, ModuleLayoutId FROM UiPageMetadata WHERE Id = '65';"
"Find Id, UiControlTypeId, IsRequired, UiControlDisplayName, IsDeleted, DataTypeId, UiControlCategoryTypeId, Name, ModuleLayoutId in UiPageMetadata with Id greater than 79","SELECT Id, UiControlTypeId, IsRequired, UiControlDisplayName, IsDeleted, DataTypeId, UiControlCategoryTypeId, Name, ModuleLayoutId FROM UiPageMetadata WHERE Id > 35;"
"Get Id, UiControlTypeId, IsRequired, UiControlDisplayName, IsDeleted, DataTypeId, UiControlCategoryTypeId, Name, ModuleLayoutId from UiPageMetadata where Id is in (48, 68)","SELECT Id, UiControlTypeId, IsRequired, UiControlDisplayName, IsDeleted, DataTypeId, UiControlCategoryTypeId, Name, ModuleLayoutId FROM UiPageMetadata WHERE Id IN ('46', '88');"
Find all records in UiPageMetadata where Id is between 17 and 75,SELECT * FROM UiPageMetadata WHERE Id BETWEEN '7' AND '83';
Join UiPageMetadata and UiPageMetadata on Id = DataTypeId,SELECT * FROM UiPageMetadata JOIN PasswordPolicy ON UiPageMetadata.Id = PasswordPolicy.UiControlCategoryTypeId;
Count number of records in UiPageMetadata,SELECT COUNT(*) FROM UiPageMetadata;
"Find distinct Id, UiControlTypeId, IsRequired, UiControlDisplayName, IsDeleted, DataTypeId, UiControlCategoryTypeId, Name, ModuleLayoutId from UiPageMetadata","SELECT DISTINCT Id, UiControlTypeId, IsRequired, UiControlDisplayName, IsDeleted, DataTypeId, UiControlCategoryTypeId, Name, ModuleLayoutId FROM UiPageMetadata;"
Get maximum Id from UiPageMetadata,SELECT MAX(Id) FROM UiPageMetadata;
Get minimum Id from UiPageMetadata,SELECT MIN(Id) FROM UiPageMetadata;
Calculate average Id in UiPageMetadata,SELECT AVG(Id) FROM UiPageMetadata;
Get all records from UiPageMetadata,SELECT * FROM UiPageMetadata;
"Show all Id, UiControlTypeId, IsRequired, UiControlDisplayName, IsDeleted, DataTypeId, UiControlCategoryTypeId, Name, ModuleLayoutId from UiPageMetadata","SELECT Id, UiControlTypeId, IsRequired, UiControlDisplayName, IsDeleted, DataTypeId, UiControlCategoryTypeId, Name, ModuleLayoutId FROM UiPageMetadata;"
"List all Id, UiControlTypeId, IsRequired, UiControlDisplayName, IsDeleted, DataTypeId, UiControlCategoryTypeId, Name, ModuleLayoutId in UiPageMetadata where UiControlTypeId is 22","SELECT Id, UiControlTypeId, IsRequired, UiControlDisplayName, IsDeleted, DataTypeId, UiControlCategoryTypeId, Name, ModuleLayoutId FROM UiPageMetadata WHERE UiControlTypeId = '24';"
"Find Id, UiControlTypeId, IsRequired, UiControlDisplayName, IsDeleted, DataTypeId, UiControlCategoryTypeId, Name, ModuleLayoutId in UiPageMetadata with UiControlTypeId greater than 83","SELECT Id, UiControlTypeId, IsRequired, UiControlDisplayName, IsDeleted, DataTypeId, UiControlCategoryTypeId, Name, ModuleLayoutId FROM UiPageMetadata WHERE UiControlTypeId > 94;"
"Get Id, UiControlTypeId, IsRequired, UiControlDisplayName, IsDeleted, DataTypeId, UiControlCategoryTypeId, Name, ModuleLayoutId from UiPageMetadata where UiControlTypeId is in (21, 73)","SELECT Id, UiControlTypeId, IsRequired, UiControlDisplayName, IsDeleted, DataTypeId, UiControlCategoryTypeId, Name, ModuleLayoutId FROM UiPageMetadata WHERE UiControlTypeId IN ('28', '76');"
Find all records in UiPageMetadata where UiControlTypeId is between 10 and 63,SELECT * FROM UiPageMetadata WHERE UiControlTypeId BETWEEN '29' AND '57';
Join UiPageMetadata and SampleTable on UiControlTypeId = ModuleLayoutId,SELECT * FROM UiPageMetadata JOIN UiPageData ON UiPageMetadata.UiControlTypeId = UiPageData.UiControlDisplayName;
Count number of records in UiPageMetadata,SELECT COUNT(*) FROM UiPageMetadata;
